遊戲名稱,期別,開獎日期,銷售總額,銷售注數,總獎金,獎號1,獎號2,獎號3,獎號4,獎號5,獎號6,第二區, 
威力彩,102000001,2013/01/03,61145600,611456,161026160,03,04,06,17,29,35,07,,,,,
威力彩,102000002,2013/01/07,66887900,668879,185824504,01,10,17,22,24,26,07,,,,,
威力彩,102000003,2013/01/10,66617800,666178,208887993,02,04,13,16,18,29,05,,,,,
威力彩,102000004,2013/01/14,64016100,640161,211829098,03,05,10,23,29,30,02,,,,,
威力彩,102000005,2013/01/17,65520800,655208,233841837,03,08,09,15,16,25,05,,,,,
威力彩,102000006,2013/01/21,67622300,676223,253361610,01,05,11,14,22,36,01,,,,,
威力彩,102000007,2013/01/24,57117200,571172,33777476,05,08,10,22,26,38,02,,,,,
威力彩,102000008,2013/01/28,58658900,586589,49675654,03,08,22,26,27,29,05,,,,,
威力彩,102000009,2013/01/31,63423200,634232,72691713,03,15,22,28,31,37,08,,,,,
威力彩,102000010,2013/02/04,66203500,662035,91288091,06,10,12,19,30,32,05,,,,,
威力彩,102000011,2013/02/07,72063300,720633,117530905,03,09,15,23,26,37,02,,,,,
威力彩,102000012,2013/02/11,71287300,712873,142175419,01,09,19,29,32,36,05,,,,,
威力彩,102000013,2013/02/14,82237500,822375,173229043,13,14,16,22,31,32,03,,,,,
威力彩,102000014,2013/02/18,75381800,753818,186186977,02,03,19,31,32,35,01,,,,,
威力彩,102000015,2013/02/21,68180300,681803,210329841,21,24,32,35,37,38,05,,,,,
威力彩,102000016,2013/02/25,67700600,677006,235005970,01,06,14,20,32,35,05,,,,,
威力彩,102000017,2013/02/28,62670100,626701,257812524,10,12,16,19,26,32,05,,,,,
威力彩,102000018,2013/03/04,67275700,672757,283494258,02,05,16,24,28,37,02,,,,,
威力彩,102000019,2013/03/07,71221000,712210,307915407,12,15,20,29,32,35,05,,,,,
威力彩,102000020,2013/03/11,74525700,745257,331868641,03,09,12,14,22,25,02,,,,,
威力彩,102000021,2013/03/14,90273900,902739,364503485,02,08,11,15,26,34,06,,,,,
威力彩,102000022,2013/03/18,97678100,976781,396277339,03,04,10,14,16,31,04,,,,,
威力彩,102000023,2013/03/21,102529400,1025294,429515808,09,16,24,34,35,37,05,,,,,
威力彩,102000024,2013/03/25,107300000,1073000,468024907,02,11,15,17,30,36,01,,,,,
威力彩,102000025,2013/03/28,119238000,1192380,512642707,01,06,10,15,19,34,07,,,,,
威力彩,102000026,2013/04/01,173398000,1733980,580003007,01,04,06,12,35,37,06,,,,,
威力彩,102000027,2013/04/04,182721200,1827212,645184467,01,07,30,31,33,38,05,,,,,
威力彩,102000028,2013/04/08,302028400,3020284,722891678,07,09,10,30,33,34,08,,,,,
威力彩,102000029,2013/04/11,353625400,3536254,842306988,02,07,19,27,28,36,07,,,,,
威力彩,102000030,2013/04/15,611393200,6113932,1091220833,11,13,19,20,28,29,06,,,,,
威力彩,102000031,2013/04/18,770319600,7703196,1388517912,03,15,22,23,25,30,05,,,,,
威力彩,102000032,2013/04/22,1079447200,10794472,1752264500,13,16,22,24,29,36,05,,,,,
威力彩,102000033,2013/04/25,53990500,539905,29694775,07,09,18,21,24,37,06,,,,,
威力彩,102000034,2013/04/29,58261400,582614,50902244,14,16,20,23,27,30,08,,,,,
威力彩,102000035,2013/05/02,58119500,581195,67089881,04,10,21,26,29,37,03,,,,,
威力彩,102000036,2013/05/06,58087600,580876,84962460,05,07,11,12,24,28,08,,,,,
威力彩,102000037,2013/05/09,57961100,579611,102171764,03,06,09,15,21,30,05,,,,,
威力彩,102000038,2013/05/13,58451500,584515,118565588,05,06,12,27,29,33,01,,,,,
威力彩,102000039,2013/05/16,56124000,561240,137855387,07,08,14,24,31,34,08,,,,,
威力彩,102000040,2013/05/20,56885200,568852,157513847,08,12,16,27,33,36,03,,,,,
威力彩,102000041,2013/05/23,57415500,574155,176419871,10,21,27,31,33,35,07,,,,,
威力彩,102000042,2013/05/27,56893700,568937,196920405,04,07,17,32,33,37,07,,,,,
威力彩,102000043,2013/05/30,55504200,555042,216676414,07,13,22,23,31,33,01,,,,,
威力彩,102000044,2013/06/03,56177400,561774,237436083,06,26,34,35,36,37,03,,,,,
威力彩,102000045,2013/06/06,64668300,646683,261516747,08,09,17,22,34,37,08,,,,,
威力彩,102000046,2013/06/10,131003300,1310033,520960461,03,09,16,30,32,37,05,,,,,
威力彩,102000047,2013/06/13,154721600,1547216,546696141,14,21,32,34,37,38,03,,,,,
威力彩,102000048,2013/06/17,189325200,1893252,621648900,19,22,23,25,29,38,01,,,,,
威力彩,102000049,2013/06/20,194977000,1949770,679380253,01,02,07,11,13,24,03,,,,,
威力彩,102000050,2013/06/24,217542600,2175426,755441482,12,15,22,24,33,37,06,,,,,
威力彩,102000051,2013/06/27,246050100,2460501,841438436,04,07,08,14,35,36,03,,,,,
威力彩,102000052,2013/07/01,347815300,3478153,958164358,04,07,11,15,24,37,07,,,,,
威力彩,102000053,2013/07/04,493630700,4936307,1148309642,06,07,09,13,25,26,04,,,,,
威力彩,102000054,2013/07/08,624989000,6249890,1353711345,04,15,19,21,32,38,06,,,,,
威力彩,102000055,2013/07/11,814982800,8149828,1656511015,01,09,21,28,30,35,07,,,,,
威力彩,102000056,2013/07/15,1174387900,11743879,2101036302,01,05,08,20,23,25,08,,,,,
威力彩,102000057,2013/07/18,1882347600,18823476,2836789806,01,02,06,12,30,36,03,,,,,
威力彩,102000058,2013/07/22,59697600,596976,32833680,03,19,24,33,34,36,01,,,,,
威力彩,102000059,2013/07/25,60653100,606531,54633784,08,11,20,22,23,37,06,,,,,
威力彩,102000060,2013/07/29,62034100,620341,75098538,02,06,13,18,22,25,06,,,,,
威力彩,102000061,2013/08/01,63077900,630779,98258282,06,15,19,20,31,34,02,,,,,
威力彩,102000062,2013/08/05,62507100,625071,118862286,12,14,18,27,28,34,05,,,,,
威力彩,102000063,2013/08/08,64803300,648033,139530000,02,04,07,08,16,27,06,,,,,
威力彩,102000064,2013/08/12,63208200,632082,158087309,05,19,20,22,23,30,02,,,,,
威力彩,102000065,2013/08/15,60717600,607176,179795588,03,07,17,20,28,29,05,,,,,
威力彩,102000066,2013/08/19,61934000,619340,200409187,05,08,09,18,26,34,08,,,,,
