遊戲名稱,期別,開獎日期,銷售總額,銷售注數,總獎金,獎號1,獎號2,獎號3,獎號4,獎號5,獎號6,第二區, 
威力彩,98000001,2009/01/01,58244300,582443,322082182,01,11,25,28,35,36,07,,,,,
威力彩,98000002,2009/01/05,68279800,682798,344890376,05,24,27,28,29,32,04,,,,,
威力彩,98000003,2009/01/08,139977800,1399778,601468581,04,05,12,18,24,28,01,,,,,
威力彩,98000004,2009/01/12,122886700,1228867,598894870,09,13,14,23,29,36,08,,,,,
威力彩,98000005,2009/01/15,122556100,1225561,637562138,03,15,17,28,29,37,04,,,,,
威力彩,98000006,2009/01/19,64800900,648009,32400450,01,03,04,12,21,31,08,,,,,
威力彩,98000007,2009/01/22,72749300,727493,57343343,07,10,11,23,24,35,08,,,,,
威力彩,98000008,2009/01/26,86758200,867582,87933045,02,06,17,18,29,34,05,,,,,
威力彩,98000009,2009/01/29,82882700,828827,112617031,04,07,15,16,23,28,07,,,,,
威力彩,98000010,2009/02/02,83471400,834714,138688883,06,18,20,24,31,32,06,,,,,
威力彩,98000011,2009/02/05,69600800,696008,157273032,08,20,23,24,34,37,01,,,,,
威力彩,98000012,2009/02/09,69927000,699270,179962034,03,10,11,15,20,33,03,,,,,
威力彩,98000013,2009/02/12,65910700,659107,198619889,04,12,24,29,35,37,07,,,,,
威力彩,98000014,2009/02/16,67486700,674867,220040042,02,20,21,22,25,38,03,,,,,
威力彩,98000015,2009/02/19,66983100,669831,241403155,01,02,08,17,21,31,01,,,,,
威力彩,98000016,2009/02/23,69691700,696917,264489130,13,18,30,33,35,38,03,,,,,
威力彩,98000017,2009/02/26,69823900,698239,286722195,04,05,07,13,15,38,04,,,,,
威力彩,98000018,2009/03/02,131204000,1312040,496177302,03,04,21,23,24,27,06,,,,,
威力彩,98000019,2009/03/05,96361200,963612,122579332,01,05,13,19,28,37,03,,,,,
威力彩,98000020,2009/03/09,87966500,879665,152692143,06,08,16,23,31,38,03,,,,,
威力彩,98000021,2009/03/12,100612000,1006120,190496942,01,03,16,23,32,34,03,,,,,
威力彩,98000022,2009/03/16,92109100,921091,451750875,16,18,23,28,36,37,06,,,,,
威力彩,98000023,2009/03/19,88285600,882856,50681214,05,08,20,24,28,36,05,,,,,
威力彩,98000024,2009/03/23,85470200,854702,76236168,03,04,09,25,34,37,05,,,,,
威力彩,98000025,2009/03/26,88651400,886514,109227452,09,10,25,26,32,34,02,,,,,
威力彩,98000026,2009/03/30,90921000,909210,140067176,14,20,31,35,36,37,03,,,,,
威力彩,98000027,2009/04/02,95081500,950815,482356019,07,14,21,27,32,34,03,,,,,
威力彩,98000028,2009/04/06,84680100,846801,70397770,07,09,10,11,19,32,02,,,,,
威力彩,98000029,2009/04/09,84226300,842263,100185576,03,08,10,14,29,30,03,,,,,
威力彩,98000030,2009/04/13,82417800,824178,127448520,02,14,16,19,27,35,05,,,,,
威力彩,98000031,2009/04/16,80735300,807353,155795951,06,10,14,15,16,17,02,,,,,
威力彩,98000032,2009/04/20,77125700,771257,183800142,05,20,24,26,31,36,01,,,,,
威力彩,98000033,2009/04/23,82583200,825832,213592521,05,06,07,17,33,35,03,,,,,
威力彩,98000034,2009/04/27,83964300,839643,242700577,01,03,10,20,24,32,04,,,,,
威力彩,98000035,2009/04/30,94367200,943672,222339021,12,13,29,33,37,38,08,,,,,
威力彩,98000036,2009/05/04,89376200,893762,249263925,03,24,25,27,35,36,08,,,,,
威力彩,98000037,2009/05/07,103419100,1034191,289023151,03,04,07,09,27,28,08,,,,,
威力彩,98000038,2009/05/11,118064700,1180647,333922717,02,08,09,17,37,38,04,,,,,
威力彩,98000039,2009/05/14,117463300,1174633,374197648,08,13,20,23,31,35,05,,,,,
威力彩,98000040,2009/05/18,100792100,1007921,381084516,06,07,09,10,13,26,07,,,,,
威力彩,98000041,2009/05/21,109027700,1090277,419075057,05,09,17,29,34,35,07,,,,,
威力彩,98000042,2009/05/25,98625200,986252,442321828,04,16,17,22,29,38,03,,,,,
威力彩,98000043,2009/05/28,101387300,1013873,477684159,01,07,15,16,25,31,04,,,,,
威力彩,98000044,2009/06/01,102982300,1029823,515806065,06,14,16,17,26,35,07,,,,,
威力彩,98000045,2009/06/04,100266700,1002667,551398581,12,18,19,20,24,34,07,,,,,
威力彩,98000046,2009/06/08,123938400,1239384,599278840,06,07,18,26,27,31,02,,,,,
威力彩,98000047,2009/06/11,147518300,1475183,655115946,01,04,16,18,20,32,07,,,,,
威力彩,98000048,2009/06/15,127996100,1279961,699544197,03,10,17,19,23,25,04,,,,,
威力彩,98000049,2009/06/18,158669600,1586696,760032336,05,16,17,24,34,38,08,,,,,
威力彩,98000050,2009/06/22,138356800,1383568,804718355,04,13,14,16,21,29,07,,,,,
威力彩,98000051,2009/06/25,169130000,1691300,815802440,06,10,25,31,35,38,07,,,,,
威力彩,98000052,2009/06/29,210153600,2101536,886667839,01,14,20,21,25,26,05,,,,,
