遊戲名稱,期別,開獎日期,銷售總額,銷售注數,總獎金,獎號1,獎號2,獎號3,獎號4,獎號5,獎號6,第二區, 
威力彩,99000001,2010/01/04,74429000,744290,39075225,13,20,25,27,30,32,07,,,,,
威力彩,99000002,2010/01/07,83521500,835215,70070411,01,20,26,33,36,37,05,,,,,
威力彩,99000003,2010/01/11,87096900,870969,103091682,15,21,23,25,26,34,03,,,,,
威力彩,99000004,2010/01/14,93893600,938936,135015021,01,02,07,22,27,32,04,,,,,
威力彩,99000005,2010/01/18,92021600,920216,166488960,09,11,24,25,26,38,04,,,,,
威力彩,99000006,2010/01/21,108392300,1083923,186124707,04,10,16,17,29,36,08,,,,,
威力彩,99000007,2010/01/25,95460500,954605,215931468,07,10,14,24,27,34,02,,,,,
威力彩,99000008,2010/01/28,110222600,1102226,245508355,03,06,16,17,27,35,02,,,,,
威力彩,99000009,2010/02/01,105051100,1050511,277895390,03,05,19,29,31,38,07,,,,,
威力彩,99000010,2010/02/04,114991800,1149918,319388784,10,16,17,20,25,38,04,,,,,
威力彩,99000011,2010/02/08,138156400,1381564,358371397,07,12,16,17,19,21,06,,,,,
威力彩,99000012,2010/02/11,150408900,1504089,411251368,06,13,16,18,19,34,01,,,,,
威力彩,99000013,2010/02/15,184551200,1845512,482529647,02,12,23,26,28,29,05,,,,,
威力彩,99000014,2010/02/18,233527900,2335279,568270493,02,04,11,14,24,36,06,,,,,
威力彩,99000015,2010/02/22,279280700,2792807,672474559,03,11,17,23,24,34,05,,,,,
威力彩,99000016,2010/02/25,343644100,3436441,765792824,09,26,32,33,37,38,01,,,,,
威力彩,99000017,2010/03/01,348798400,3487984,877368662,03,10,12,14,19,37,04,,,,,
威力彩,99000018,2010/03/04,101765800,1017658,53427045,10,16,18,24,34,38,05,,,,,
威力彩,99000019,2010/03/08,99123300,991233,435641408,03,05,09,27,30,33,06,,,,,
威力彩,99000020,2010/03/11,97323400,973234,58516492,14,16,17,19,35,37,08,,,,,
威力彩,99000021,2010/03/15,97135100,971351,91730318,12,13,18,30,32,36,05,,,,,
威力彩,99000022,2010/03/18,111475400,1114754,133558902,07,11,18,20,26,32,05,,,,,
威力彩,99000023,2010/03/22,99257700,992577,149242485,02,04,11,14,35,36,01,,,,,
威力彩,99000024,2010/03/25,104945700,1049457,184683773,19,23,26,27,33,37,03,,,,,
威力彩,99000025,2010/03/29,97717700,977177,211579825,11,23,28,31,36,37,03,,,,,
威力彩,99000026,2010/04/01,105146300,1051463,246755233,14,16,23,24,27,31,07,,,,,
威力彩,99000027,2010/04/05,85730300,857303,271809939,02,18,19,20,26,37,08,,,,,
威力彩,99000028,2010/04/08,103769100,1037691,508391611,02,07,20,23,25,36,03,,,,,
威力彩,99000029,2010/04/12,85326900,853269,56259532,08,11,12,30,33,34,02,,,,,
威力彩,99000030,2010/04/15,84378800,843788,83676501,01,06,19,24,30,37,01,,,,,
威力彩,99000031,2010/04/19,89120700,891207,116686467,01,03,06,13,29,38,03,,,,,
威力彩,99000032,2010/04/22,104860200,1048602,473211472,08,16,21,29,30,37,02,,,,,
威力彩,99000033,2010/04/26,82039700,820397,68422313,03,08,21,33,35,38,01,,,,,
威力彩,99000034,2010/04/29,86570700,865707,101149029,10,12,16,21,28,29,03,,,,,
